2.293 4.740  
2.290 4.740  
2.310 4.780  
2.299 4.740  
2.299 4.740  
2.316 4.788  
2.319 4.780  
2.301 4.740  
2.303 4.740  
2.296 4.740  
2.301 4.740  
2.297 4.740  
2.299 4.740  
2.300 4.740  
2.991 6.046  
2.991 6.061  
2.991 6.058  
2.991 6.058  
2.991 6.050  
2.991 6.056  
2.991 6.058  
2.991 6.057  
2.991 6.048  
2.991 6.050  
2.991 6.058  
2.991 6.046  
2.991 6.066  
2.991 6.072  
2.991 6.071  
2.991 6.066  
2.991 6.071  
2.991 6.071  
2.991 6.081  
2.991 6.083  
2.991 6.061  
2.991 6.076  
2.991 6.073  
2.991 6.052  
