HD032428 SAO057614 J2000 ra: 05 04' 36.91" dec: +32 19' 12.96" mag: 6.62
HD035600 SAO058040 J2000 ra: 05 27' 8.27" dec: +30 12' 30.97" mag: 5.73
HD036371 SAO058164 J2000 ra: 05 32' 43.67" dec: +32 11' 31.28" mag: 4.74
HD037269 SAO058280 J2000 ra: 05 38' 38.09" dec: +30 29' 32.71" mag: 5.40
HD154619 SAO102592 J2000 ra: 17 06' 13.05" dec: +10 27' 13.96" mag: 6.38
HD155644 SAO102646 J2000 ra: 17 12' 27.81" dec: +10 35' 6.60" mag: 5.34
HD156681 SAO102725 J2000 ra: 17 18' 36.99" dec: +10 51' 52.11" mag: 5.04
HD157740 SAO102805 J2000 ra: 17 24' 31.54" dec: +16 18' 3.62" mag: 5.75
HD159353 SAO102917 J2000 ra: 17 33' 39.39" dec: +16 19' 3.18" mag: 5.69
HD160910 SAO103033 J2000 ra: 17 41' 58.63" dec: +15 57' 8.76" mag: 5.54
HD162161 SAO103131 J2000 ra: 17 48' 47.87" dec: +19 15' 18.06" mag: 6.13
HD163151 SAO103194 J2000 ra: 17 54' 14.17" dec: +11 07' 50.01" mag: 6.26
HD163772 SAO103243 J2000 ra: 17 57' 26.98" dec: +11 02' 40.35" mag: 6.34
HD167193 SAO085836 J2000 ra: 18 13' 16.57" dec: +21 52' 49.20" mag: 6.15
HD168720 SAO085941 J2000 ra: 18 20' 17.91" dec: +21 57' 40.67" mag: 4.95
HD169414 SAO086003 J2000 ra: 18 23' 41.89" dec: +21 46' 11.11" mag: 3.84
HD171505 SAO103867 J2000 ra: 18 34' 47.49" dec: +10 53' 31.23" mag: 6.47
HD171994 SAO103913 J2000 ra: 18 37' 9.06" dec: +16 11' 53.86" mag: 6.32
HD173650 SAO086405 J2000 ra: 18 45' 35.62" dec: +21 59' 4.85" mag: 6.52
HD173833 SAO104087 J2000 ra: 18 46' 41.36" dec: +18 42' 21.27" mag: 6.21
HD174262 SAO104129 J2000 ra: 18 48' 53.39" dec: +19 19' 43.40" mag: 5.89
HD174569 SAO104170 J2000 ra: 18 50' 45.55" dec: +10 58' 35.00" mag: 6.36
HD174933 SAO086521 J2000 ra: 18 52' 16.43" dec: +21 25' 30.51" mag: 5.40
HD176304 SAO104313 J2000 ra: 18 59' 17.34" dec: +10 08' 27.61" mag: 6.75
HD176776 SAO104362 J2000 ra: 19 01' 5.44" dec: +19 18' 34.58" mag: 6.46
HD177392 SAO086753 J2000 ra: 19 03' 42.48" dec: +21 16' 6.07" mag: 6.63
HD178125 SAO104488 J2000 ra: 19 06' 58.60" dec: +11 04' 16.42" mag: 5.07
HD178476 SAO086843 J2000 ra: 19 08' 3.52" dec: +21 41' 56.14" mag: 6.22
HD179648 SAO086930 J2000 ra: 19 12' 36.73" dec: +21 33' 16.46" mag: 6.04
HD180554 SAO087010 J2000 ra: 19 16' 13.04" dec: +21 23' 25.53" mag: 4.76
HD180583 SAO087008 J2000 ra: 19 15' 59.49" dec: +27 55' 34.69" mag: 6.18
HD182618 SAO087165 J2000 ra: 19 24' 22.54" dec: +28 05' 15.25" mag: 6.52
HD183914 SAO087302 J2000 ra: 19 30' 45.40" dec: +27 57' 54.99" mag: 5.09
HD186791 SAO105223 J2000 ra: 19 46' 15.58" dec: +10 36' 47.74" mag: 2.72
HD187203 SAO105278 J2000 ra: 19 48' 30.52" dec: +10 41' 38.75" mag: 6.47
HD187362 SAO105298 J2000 ra: 19 48' 58.66" dec: +19 08' 31.35" mag: 5.00
HD187691 SAO105338 J2000 ra: 19 51' 1.64" dec: +10 24' 56.60" mag: 5.10
HD187961 SAO105355 J2000 ra: 19 52' 15.58" dec: +10 21' 5.72" mag: 6.50
HD188001 SAO105360 J2000 ra: 19 52' 21.76" dec: +18 40' 18.75" mag: 6.24
HD189849 SAO088071 J2000 ra: 20 01' 6.05" dec: +27 45' 12.86" mag: 4.66
HD190211 SAO105608 J2000 ra: 20 03' 16.40" dec: +18 30' 3.58" mag: 5.99
HD190229 SAO105615 J2000 ra: 20 03' 30.02" dec: +16 01' 52.51" mag: 5.66
HD190658 SAO105663 J2000 ra: 20 05' 26.55" dec: +15 30' 1.51" mag: 6.41
HD191263 SAO105743 J2000 ra: 20 08' 38.28" dec: +10 43' 33.12" mag: 6.33
HD191877 SAO088315 J2000 ra: 20 11' 21.02" dec: +21 52' 29.78" mag: 6.27
HD192806 SAO088428 J2000 ra: 20 15' 46.13" dec: +27 48' 51.28" mag: 4.52
HD192836 SAO088433 J2000 ra: 20 16' 19.79" dec: +21 35' 55.32" mag: 6.13
HD194577 SAO088664 J2000 ra: 20 25' 40.53" dec: +21 24' 34.71" mag: 5.69
HD195325 SAO106172 J2000 ra: 20 30' 17.96" dec: +10 53' 45.32" mag: 6.05
HD196629 SAO070289 J2000 ra: 20 37' 32.71" dec: +31 31' 18.88" mag: 6.51
HD196775 SAO106347 J2000 ra: 20 39' 4.97" dec: +15 50' 17.52" mag: 5.98
HD196821 SAO088959 J2000 ra: 20 39' 10.65" dec: +21 49' 2.80" mag: 6.08
HD196867 SAO106357 J2000 ra: 20 39' 38.29" dec: +15 54' 43.46" mag: 3.80
HD197963 SAO106475 J2000 ra: 20 46' 38.85" dec: +16 07' 26.89" mag: 5.14
HD197964 SAO106476 J2000 ra: 20 46' 39.50" dec: +16 07' 27.44" mag: 4.27
HD198726 SAO089216 J2000 ra: 20 51' 28.24" dec: +28 15' 1.83" mag: 5.61
HD199169 SAO089272 J2000 ra: 20 54' 33.64" dec: +28 03' 27.44" mag: 5.01
HD199665 SAO106712 J2000 ra: 20 58' 25.93" dec: +10 50' 21.43" mag: 5.52
HD200044 SAO106747 J2000 ra: 21 00' 27.69" dec: +19 19' 46.49" mag: 5.73
HD201078 SAO070917 J2000 ra: 21 06' 30.24" dec: +31 11' 4.76" mag: 5.82
HD201196 SAO106853 J2000 ra: 21 07' 33.64" dec: +15 39' 31.16" mag: 6.26
HD201601 SAO126593 J2000 ra: 21 10' 20.50" dec: +10 07' 53.68" mag: 4.71
HD202128 SAO106930 J2000 ra: 21 13' 28.79" dec: +15 58' 56.62" mag: 6.27
HD203206 SAO089628 J2000 ra: 21 20' 14.07" dec: +22 01' 34.29" mag: 6.28
HD203842 SAO126774 J2000 ra: 21 24' 24.56" dec: +10 10' 27.31" mag: 6.33
HD204188 SAO107138 J2000 ra: 21 26' 26.66" dec: +19 22' 32.30" mag: 6.08
HD204414 SAO089720 J2000 ra: 21 27' 40.06" dec: +27 36' 30.94" mag: 5.39
HD204485 SAO071371 J2000 ra: 21 28' 8.25" dec: +32 13' 31.19" mag: 5.76
HD204585 SAO089737 J2000 ra: 21 28' 59.78" dec: +22 10' 45.97" mag: 5.95
HD205539 SAO089815 J2000 ra: 21 35' 19.12" dec: +28 11' 51.39" mag: 6.26
HD205852 SAO107288 J2000 ra: 21 37' 45.43" dec: +19 19' 6.99" mag: 5.46
HD206540 SAO107340 J2000 ra: 21 42' 32.96" dec: +10 49' 27.53" mag: 6.05
HD207932 SAO090059 J2000 ra: 21 52' 18.18" dec: +21 16' 23.38" mag: 6.33
HD208527 SAO090112 J2000 ra: 21 56' 23.98" dec: +21 14' 23.50" mag: 6.37
HD209288 SAO107599 J2000 ra: 22 02' 1.37" dec: +10 58' 25.70" mag: 6.36
HD210129 SAO090252 J2000 ra: 22 07' 50.30" dec: +21 42' 10.53" mag: 5.78
HD210594 SAO072095 J2000 ra: 22 10' 51.71" dec: +30 33' 10.80" mag: 6.30
HD210702 SAO107729 J2000 ra: 22 11' 51.33" dec: +16 02' 25.99" mag: 5.94
HD211432 SAO090379 J2000 ra: 22 16' 29.65" dec: +27 48' 14.50" mag: 6.38
HD212670 SAO107906 J2000 ra: 22 25' 40.70" dec: +18 26' 39.53" mag: 6.28
HD212988 SAO072366 J2000 ra: 22 27' 46.25" dec: +31 50' 24.15" mag: 6.00
HD213644 SAO107989 J2000 ra: 22 32' 46.91" dec: +15 51' 47.75" mag: 6.33
HD214923 SAO108103 J2000 ra: 22 41' 27.73" dec: +10 49' 52.64" mag: 3.39
HD214979 SAO072625 J2000 ra: 22 41' 31.31" dec: +30 57' 57.10" mag: 6.36
HD215182 SAO090734 J2000 ra: 22 43' 0.14" dec: +30 13' 16.48" mag: 2.95
HD215243 SAO108131 J2000 ra: 22 43' 42.70" dec: +10 56' 21.70" mag: 6.52
HD215510 SAO108154 J2000 ra: 22 45' 28.18" dec: +19 21' 59.61" mag: 6.27
HD216048 SAO108204 J2000 ra: 22 49' 32.14" dec: +10 28' 43.01" mag: 6.54
HD216201 SAO108211 J2000 ra: 22 50' 39.14" dec: +19 08' 28.29" mag: 6.49
HD217477 SAO072924 J2000 ra: 23 00' 42.41" dec: +31 04' 58.67" mag: 6.60
HD217754 SAO072949 J2000 ra: 23 02' 33.38" dec: +31 46' 53.75" mag: 6.56
HD217906 SAO090981 J2000 ra: 23 03' 46.46" dec: +28 04' 58.03" mag: 2.42
HD218235 SAO108400 J2000 ra: 23 06' 18.14" dec: +18 31' 3.95" mag: 6.13
HD219477 SAO091130 J2000 ra: 23 15' 46.29" dec: +28 14' 52.43" mag: 6.50
HD220088 SAO073187 J2000 ra: 23 20' 49.56" dec: +30 24' 53.72" mag: 5.59
HD220222 SAO073205 J2000 ra: 23 21' 54.93" dec: +31 48' 44.87" mag: 5.34
HD221673 SAO073341 J2000 ra: 23 33' 57.19" dec: +31 19' 31.01" mag: 4.99
HD222133 SAO108732 J2000 ra: 23 37' 56.80" dec: +18 24' 2.40" mag: 5.48
HD222764 SAO108789 J2000 ra: 23 43' 22.36" dec: +10 19' 53.53" mag: 5.11
HD223755 SAO091548 J2000 ra: 23 52' 23.39" dec: +21 40' 15.96" mag: 6.14
HD223768 SAO108878 J2000 ra: 23 52' 29.29" dec: +19 07' 13.02" mag: 5.10
HD223781 SAO108879 J2000 ra: 23 52' 37.11" dec: +10 56' 50.36" mag: 5.30
