0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	29.274373	23.200346	29.259208	23.171414	355.268499	1941315	0	star
7	6.343652	34.171472	26.054733	34.180552	26.029977	305.168763	1667552	0	star
8	6.343652	38.554512	27.691609	38.561237	27.673487	287.169766	1569199	0	star
9	6.343652	20.400071	19.574870	20.402822	19.554835	385.593185	2107020	0	star
10	6.343652	16.706955	23.727934	16.703966	23.725932	315.670999	1724940	0	star
11	6.343652	22.469840	22.361617	22.473012	22.332688	346.507363	1893441	0	star
12	6.343652	23.443849	13.446731	23.446333	13.467652	394.158872	2153826	0	star
13	6.343652	23.416793	11.606937	23.424268	11.614836	371.515598	2030095	0	star
14	6.343652	28.395060	13.879624	28.390060	13.890034	409.854580	2239593	0	star
15	6.343652	33.508605	16.260534	33.502564	16.261504	401.127666	2191906	0	star
16	6.343652	37.566975	17.018097	37.563348	17.005064	386.851520	2113896	0	star
