0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	30.870665	21.522887	30.874876	21.514133	376.292370	2056197	0	star
7	6.343652	19.466646	10.876431	19.468823	10.889003	364.634280	1992493	0	star
8	6.343652	33.210992	13.352036	33.199716	13.366117	407.567761	2227097	0	star
9	6.343652	20.251264	18.032689	20.258649	18.022600	390.306454	2132775	0	star
10	6.343652	40.001997	24.093188	39.996121	24.094218	326.997485	1786832	0	star
