0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	27.867472	21.171162	27.865456	21.168454	387.509237	2117490	0	star
7	6.343652	30.424244	12.946199	30.424455	12.961024	417.667389	2282285	0	star
8	6.343652	36.565910	23.876741	36.581477	23.868344	338.492152	1849643	0	star
9	6.343652	29.991352	23.741462	29.999549	23.716138	334.471187	1827671	0	star
10	6.343652	40.583696	16.991041	40.504724	16.990576	343.979346	1879627.000000	0	star
11	6.343652	15.638251	28.489755	15.624890	28.500679	276.607504	1511483	0	star
12	6.343652	27.718665	26.744656	27.729230	26.722021	293.193344	1602114	0	star
