0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	28.205669	22.767454	28.211923	22.743755	367.468830	2007982	0	star
7	6.343652	33.549189	25.486561	33.544981	25.492709	320.229996	1749852	0	star
8	6.343652	38.311009	27.502218	38.287623	27.502868	292.350610	1597509	0	star
9	6.343652	36.795885	16.666371	36.791275	16.665261	386.834867	2113805	0	star
10	6.343652	33.075713	16.219951	33.054156	16.214657	398.732692	2178819	0	star
11	6.343652	22.794509	11.363435	22.799734	11.371338	383.311490	2094552	0	star
12	6.343652	19.588397	19.507230	19.594348	19.505928	387.641000	2118210	0	star
13	6.343652	26.419986	19.250200	26.426061	19.235279	398.215706	2175994	0	star
