0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	28.070390	22.659230	28.066715	22.651962	367.236049	2006710	0	star
7	6.343652	33.143352	25.987094	33.142804	25.969132	317.507261	1734974	0	star
8	6.343652	37.404640	27.610441	37.409762	27.598676	297.731295	1626911	0	star
9	6.343652	19.196088	19.250200	19.213853	19.235762	370.778824	2026069	0	star
10	6.343652	22.321033	11.552826	22.333723	11.553255	367.705820	2009277	0	star
11	6.343652	31.033000	12.648585	31.030017	12.647956	381.664820	2085554	0	star
12	6.343652	32.061120	15.584139	32.069636	15.604811	412.086314	2251788	0	star
13	6.343652	35.131953	12.350972	35.134060	12.372906	355.102149	1940406	0	star
14	6.343652	36.457687	16.815178	36.446671	16.804763	395.297157	2160046	0	star
