0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	34.739644	27.448107	34.746641	27.429696	310.965965	1699230	0	star
7	6.343652	30.627163	25.621840	30.621281	25.602569	325.827357	1780438	0	star
8	6.343652	25.811231	22.821565	25.790892	22.771019	373.765084	2042387	0	star
9	6.343652	17.072208	18.533221	17.076658	18.530204	367.261669	2006850	0	star
10	6.343652	27.272244	29.450236	27.281603	29.283125	242.338350	1324224	0	star
11	6.343652	34.036193	16.422869	34.031447	16.426742	406.925600	2223588	0	star
12	6.343652	29.734322	15.651779	29.734468	15.657633	416.235931	2274463	0	star
13	6.343652	19.845428	10.673512	19.859599	10.681871	362.133713	1978829	0	star
