0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	26.284707	12.093942	26.280848	12.100640	394.499992	2155690	0	star
7	6.343652	23.443849	20.156569	23.447122	20.153416	391.007908	2136608	0	star
8	6.343652	32.061120	23.457377	32.070820	23.431390	332.799628	1818537	0	star
9	6.343652	37.255833	26.433514	37.262369	26.417667	302.150660	1651060	0	star
10	6.343652	25.716536	23.051540	25.719199	23.023925	331.185533	1809717	0	star
11	6.343652	36.227713	16.409341	36.222590	16.402223	385.034107	2103965	0	star
