0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	24.864278	20.454183	24.864603	20.430478	398.360645	2176786	0	star
7	6.343652	27.502218	12.540362	27.503620	12.547476	413.114431	2257406	0	star
8	6.343652	33.630356	23.511488	33.635409	23.496171	346.099630	1891213	0	star
9	6.343652	30.058991	12.215693	30.063397	12.225945	388.108392	2120764	0	star
10	6.343652	37.458752	16.639316	37.465503	16.647268	388.452806	2122646	0	star
11	6.343652	38.906237	26.541737	38.903565	26.518624	299.402122	1636041	0	star
