0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	29.084982	21.387608	29.087400	21.366988	371.197720	2028358	0	star
7	6.343652	31.506476	13.257341	31.499835	13.258730	421.511755	2303292	0	star
8	6.343652	18.736140	17.478045	18.738126	17.475706	386.179896	2110226	0	star
9	6.343652	18.005633	9.591280	18.008507	9.613209	345.326621	1886989	0	star
10	6.343652	16.950457	29.044399	16.948058	28.946879	264.663379	1446216.000000	0	star
11	6.343652	31.506476	24.039076	31.495319	24.023643	322.165080	1760426	0	star
12	6.343652	37.783421	24.079660	37.797067	24.073755	321.898077	1758967	0	star
