0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	26.081789	20.873548	26.079886	20.858168	384.894658	2103203	0	star
7	6.343652	28.868536	12.878560	28.852796	12.868062	416.932810	2278271	0	star
8	6.343652	34.929035	23.984965	34.927431	23.964404	336.369488	1838044	0	star
9	6.343652	28.273308	23.376209	28.272851	23.355099	335.072539	1830957	0	star
10	6.343652	40.489001	26.447042	40.451358	26.450580	294.337302	1608365	0	star
11	6.343652	38.703318	16.977513	38.705870	16.960432	376.240763	2055915.000000	0	star
12	6.343652	14.420740	27.637497	14.501793	27.610313	256.236409	1400168	0	star
13	6.343652	33.265103	20.630046	33.263454	20.611904	373.020258	2038317	0	star
