0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	23.078595	20.183625	23.081377	20.165633	389.546255	2128621	0	star
7	6.343652	25.878870	12.202165	25.879771	12.206876	405.636154	2216542	0	star
8	6.343652	29.910184	19.737204	29.917039	19.721605	391.203174	2137675	0	star
9	6.343652	25.067196	22.686286	25.072932	22.665939	351.942401	1923140	0	star
10	6.343652	31.804090	23.430321	31.809207	23.411690	354.754258	1938505	0	star
11	6.343652	37.147610	26.338819	37.133668	26.315479	294.019058	1606626	0	star
12	6.343652	41.178924	28.043334	41.029850	28.018207	228.926532	1250937	0	star
