0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	26.406458	20.914132	26.413619	20.898903	390.896459	2135999	0	star
7	6.343652	29.003815	13.013839	28.998295	13.011038	414.466648	2264795	0	star
8	6.343652	35.267232	23.754990	35.277577	23.736161	348.217170	1902784	0	star
9	6.343652	14.258405	28.273308	14.377007	28.275614	244.253670	1334690.000000	0	star
10	6.343652	40.908366	26.555265	40.791609	26.535174	257.993431	1409769	0	star
11	6.343652	29.342012	29.030871	29.353387	28.927557	259.754845	1419394	0	star
