0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	25.567729	22.402200	25.583031	22.383030	369.716303	2020263	0	star
7	6.343652	31.114167	25.459506	31.107726	25.452489	318.843923	1742278	0	star
8	6.343652	35.064314	27.312828	35.076049	27.328885	311.007324	1699456	0	star
9	6.343652	30.221326	15.732946	30.222693	15.729588	415.756460	2271843	0	star
10	6.343652	34.442030	16.531092	34.440356	16.516150	395.107199	2159008	0	star
11	6.343652	20.602990	10.944070	20.598390	10.950273	368.749492	2014980	0	star
12	6.343652	29.247317	11.877495	29.248369	11.878721	387.808266	2119124	0	star
13	6.343652	27.515746	29.355540	27.526515	29.208148	264.980525	1447949	0	star
