0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	30.302493	21.482303	30.297228	21.468541	370.780837	2026080	0	star
7	6.343652	32.602236	13.460259	32.594568	13.458448	420.229445	2296285	0	star
8	6.343652	18.709084	10.754680	18.727883	10.769843	354.613345	1937735	0	star
9	6.343652	39.190323	24.039076	39.183951	24.027771	323.512356	1767788	0	star
10	6.343652	32.778099	24.201411	32.772223	24.182775	322.870744	1764282	0	star
11	6.343652	36.390048	25.987094	36.390787	25.970659	301.781358	1649042	0	star
12	6.343652	18.100329	29.003815	18.108798	28.942649	265.284129	1449608	0	star
13	6.343652	27.218132	26.298235	27.215194	26.275971	313.976747	1715682	0	star
