0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	24.904862	11.850439	24.900390	11.859286	394.921084	2157991	0	star
7	6.343652	21.901668	20.034818	21.907223	20.028175	382.676832	2091084	0	star
8	6.343652	24.093188	22.564535	24.096797	22.539406	344.489561	1882415	0	star
9	6.343652	30.464828	23.267986	30.469196	23.255050	349.609282	1910391	0	star
10	6.343652	35.700125	26.325291	35.706109	26.290795	309.352052	1690411	0	star
11	6.343652	40.489001	27.880999	40.463298	27.854450	286.408835	1565041	0	star
