0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	31.195335	25.648896	31.202618	25.623072	333.587095	1822840	0	star
7	6.343652	26.284707	22.848621	26.280139	22.818545	372.547192	2035732	0	star
8	6.343652	35.510734	27.596914	35.517748	27.571566	297.116402	1623551	0	star
9	6.343652	30.545995	21.157634	30.550415	21.148769	367.715702	2009331	0	star
10	6.343652	17.518629	18.695556	17.521382	18.697825	373.655831	2041790	0	star
11	6.343652	20.968243	11.065821	20.965321	11.062813	367.555940	2008458	0	star
12	6.343652	30.667747	15.584139	30.666074	15.594379	416.136743	2273921	0	star
13	6.343652	34.888451	16.409341	34.882810	16.396623	403.441203	2204548	0	star
14	6.343652	28.016278	29.396124	28.007853	29.254567	247.415980	1351970	0	star
15	6.343652	19.831900	21.455247	19.832092	21.450699	349.089185	1907549	0	star
