0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	28.570922	22.862149	28.578045	22.849972	358.306366	1957915	0	star
7	6.343652	33.833275	25.675952	33.832872	25.674577	321.970181	1759361	0	star
8	6.343652	38.148675	27.515746	38.156880	27.497450	306.529398	1674987	0	star
9	6.343652	19.967179	19.371951	19.978597	19.360838	376.962897	2059861	0	star
10	6.343652	21.942252	22.091059	21.949009	22.077730	343.653598	1877847	0	star
11	6.343652	23.119179	11.444602	23.114816	11.454102	383.860502	2097552	0	star
12	6.343652	28.110974	13.392620	28.110785	13.407908	395.023749	2158552	0	star
13	6.343652	31.993481	12.540362	31.985001	12.550437	380.880281	2081267	0	star
14	6.343652	32.696931	16.111727	32.697263	16.120602	402.566444	2199768	0	star
15	6.343652	36.877052	16.436397	36.873672	16.452531	384.385541	2100421	0	star
