0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	29.531403	21.265857	29.526527	21.242990	376.563765	2057680	0	star
7	6.343652	31.993481	13.243813	31.980096	13.235634	403.235873	2203426	0	star
8	6.343652	19.033754	17.748603	19.042342	17.732696	385.451173	2106244	0	star
9	6.343652	16.977513	28.976759	16.998172	28.921305	267.349146	1460892	0	star
10	6.343652	38.608623	23.903797	38.595375	23.881950	324.859449	1775149	0	star
11	6.343652	31.925841	24.012020	31.925361	23.969292	320.233290	1749870	0	star
