0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	29.423180	23.186819	29.432444	23.171355	349.936676	1912180	0	star
7	6.343652	23.159763	22.145170	23.160105	22.112473	354.066346	1934746	0	star
8	6.343652	20.697685	19.426063	20.707875	19.427123	389.888656	2130492	0	star
9	6.343652	23.768518	11.769272	23.770618	11.777670	391.074705	2136973	0	star
10	6.343652	33.711524	16.531092	33.710700	16.517016	393.977515	2152835	0	star
11	6.343652	37.878117	16.855762	37.871464	16.843721	373.947173	2043382	0	star
12	6.343652	34.726116	25.797703	34.720131	25.794695	308.802857	1687410	0	star
13	6.343652	38.946821	27.759248	38.954019	27.738614	285.335516	1559176	0	star
