0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	27.502218	21.117050	27.502389	21.103220	382.295818	2089002	0	star
7	6.343652	36.187129	23.876741	36.190566	23.858022	327.733527	1790854	0	star
8	6.343652	30.045463	23.700879	30.038470	23.668909	332.588991	1817386	0	star
9	6.343652	24.296106	25.635368	24.292180	25.632822	301.473728	1647361	0	star
10	6.343652	30.058991	13.162646	30.052140	13.155165	423.812116	2315862	0	star
11	6.343652	16.598732	26.176484	16.610129	26.149716	287.128407	1568973	0	star
12	6.343652	14.934800	28.530339	14.953403	28.539718	271.045096	1481088	0	star
13	6.343652	17.045152	16.923401	17.057860	16.938155	373.517663	2041035	0	star
