0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.359295	5.379594	41.361551	5.377340	0.003477	19	0.027056	corner
2	0	13.352882	5.773031	13.358800	5.769649	0.003660	20	0.027056	corner
3	0	13.733072	30.498648	13.737581	30.498648	0.007503	41	0.027056	corner
4	0	41.674948	30.108595	41.672692	30.106339	0.003477	19	0.027056	corner
5	0	0	0	27.532656	17.937994	0	0	0	center
6	6.343652	32.507541	23.592655	32.513982	23.574971	349.358018	1909018	0	star
7	6.343652	23.579128	20.467711	23.588910	20.456523	393.038704	2147705	0	star
8	6.343652	26.568793	12.391555	26.573607	12.382840	396.122139	2164554	0	star
9	6.343652	26.081789	23.254458	26.083605	23.225560	346.218583	1891863	0	star
10	6.343652	20.440655	24.634304	20.441204	24.612178	314.532897	1718721.000000	0	star
11	6.343652	36.633550	16.544620	36.627405	16.542813	384.205648	2099438	0	star
12	6.343652	37.688726	26.690544	37.695739	26.653321	292.525745	1598466	0	star
13	6.343652	29.734322	22.564535	29.739345	22.534355	347.272320	1897621	0	star
14	6.343652	30.789498	26.934047	30.788466	26.931465	285.296536	1558963	0	star
