14218.670138848945 14218.957638837863
14219.668749912642 14219.956249901559
14220.670833198354 14220.954860965256
14221.672916484065 14221.953472028952
14222.671527547762 14222.952083092649
14223.673610833474 14223.950694156345
14224.675694119185 14224.949305220041
14225.677777404897 14225.951388505753
14226.676388468593 14226.949999569450
14227.678471754305 14227.948610633146
14228.680555040017 14228.947221696842
14229.679166103713 14229.945832760539
14230.681249389425 14230.944443824235
14231.683332675137 14231.943054887932
14232.681943738833 14232.941665951628
14233.684027024545 14233.940277015325
14234.686110310256 14234.938888079021
14235.684721373953 14235.937499142718
14236.686804659665 14236.939582428429
14237.688887945376 14237.938193492126
14238.687499009073 14238.936804555822
14239.689582294784 14239.935415619519
14240.691665580496 14240.934026683215
14241.690276644193 14241.932637746911
14242.692359929904 14242.931248810608
14243.694443215616 14243.933332096320
14244.693054279312 14244.931943160016
14245.695137565024 14245.930554223713
14246.697220850736 14246.929165287409
14247.695831914432 14247.927776351105
14248.697915200144 14248.929859636817
14249.699998485856 14249.928470700514
14250.698609549552 14250.927081764210
14251.700692835264 14251.925692827906
14252.702776120976 14252.924303891603
14253.701387184672 14253.926387177315
14254.703470470384 14254.924998241011
14255.702081534080 14255.923609304707
14256.704164819792 14256.925692590419
14257.706248105504 14257.924303654116
14258.704859169200 14258.922914717812
14259.706942454912 14259.921525781509
14260.705553518608 14260.923609067220
14261.707636804320 14261.922220130917
14262.709720090032 14262.920831194613
14263.708331153728 14263.922914480325
14264.710414439440 14264.921525544021
14265.709025503136 14265.920136607718
14266.711108788848 14266.922219893429
14267.709719852544 14267.920830957126
14268.711803138256 14268.922914242838
14269.710414201953 14269.921525306534
14270.712497487664 14270.920136370230
14271.711108551361 14271.922219655942
14272.713191837072 14272.920830719639
14273.711802900769 14273.922914005350
14274.710413964465 14274.921525069047
14275.712497250177 14275.923608354758
14276.711108313873 14276.922219418455
14277.713191599585 14277.924302704167
14278.711802663282 14278.922913767863
14279.710413726978 14279.924997053575
14280.712497012690 14280.923608117271
14281.711108076386 14281.925691402983
14282.709719140083 14282.924302466679
14283.711802425794 14283.926385752391
14284.710413489491 14284.924996816088
14285.709024553187 14285.927080101799
14286.711107838899 14286.925691165496
14287.709718902595 14287.927774451207
14288.708329966292 14288.926385514904
14289.710413252003 14289.928468800616
14290.709024315700 14290.930552086327
14291.707635379396 14291.929163150024
14292.706246443093 14292.931246435735
14293.708329728805 14293.929857499432
14294.706940792501 14294.931940785144
14295.705551856197 14295.934024070855
14296.704162919894 14296.932635134552
14297.706246205606 14297.934718420263
14298.704857269302 14298.936801705975
14299.703468332998 14299.935412769672
14300.702079396695 14300.937496055383
14301.700690460391 14301.939579341095
14302.699301524088 14302.938190404791
14303.701384809799 14303.940273690503
14304.699995873496 14304.942356976215
14305.698606937192 14305.940968039911
14306.697218000889 14306.943051325623
14307.695829064585 14307.945134611335
14308.694440128282 14308.943745675031
14309.693051191978 14309.945828960743
14310.695134477690 14310.947912246455
14311.693745541386 14311.946523310151
14312.692356605083 14312.948606595863
14313.690967668779 14313.950689881574
14314.689578732476 14314.949300945271
14315.688189796172 14315.951384230983
14316.686800859869 14316.953467516694
14317.685411923565 14317.952078580391
14318.684022987261 14318.954161866102
14319.682634050958 14319.956245151814
14320.681245114654 14320.954856215511
14321.683328400366 14321.956939501222
14322.681939464062 14322.959022786934
14323.680550527759 14323.957633850630
14324.679161591455 14324.959717136342
14325.677772655152 14325.961800422054
14326.676383718848 14326.960411485750
14327.674994782545 14327.962494771462
14328.673605846241 14328.964578057174
14329.672216909938 14329.963189120870
14330.670827973634 14330.965272406582
14331.669439037330 14331.967355692293
14332.668050101027 14332.965966755990
14333.666661164723 14333.968050041702
14334.665272228420 14334.970133327413
14335.663883292116 14335.968744391110
14336.662494355813 14336.970827676822
14337.661105419509 14337.972910962533
14338.659716483206 14338.971522026230
14339.658327546902 14339.973605311941
14340.656938610598 14340.975688597653
14341.659021896310 14341.974299661350
14342.657632960007 14342.976382947061
14343.656244023703 14343.978466232773
14344.654855087399 14344.977077296469
14345.653466151096 14345.979160582181
14346.652077214792 14346.977771645878
14347.650688278489 14347.979854931589
14348.649299342185 14348.981938217301
14349.647910405882 14349.980549280997
14350.646521469578 14350.982632566709
14351.645132533275 14351.984715852421
14352.643743596971 14352.983326916117
14353.642354660667 14353.985410201829
14354.640965724364 14354.987493487541
14355.639576788060 14355.986104551237
14356.638187851757 14356.988187836949
14357.636798915453 14357.986798900645
14358.635409979150 14358.988882186357
14359.634021042846 14359.990965472069
14360.632632106543 14360.989576535765
14361.631243170239 14361.991659821477
14362.629854233935 14362.990270885173
14363.628465297632 14363.992354170885
14364.627076361328 14364.994437456597
14365.625687425025 14365.993048520293
14366.624298488721 14366.995131806005
14367.626381774433 14367.997215091716
14368.624992838129 14368.995826155413
14369.623603901826 14369.997909441125
14370.622214965522 14370.996520504821
14371.620826029219 14371.998603790533
14372.619437092915 14373.000687076245
14373.618048156612 14373.999298139941
14374.616659220308 14375.001381425653
14375.615270284005 14375.999992489349
14376.613881347701 14377.002075775061
14377.612492411397 14378.004159060773
14378.611103475094 14379.002770124469
14379.609714538790 14380.004853410181
14380.608325602487 14381.003464473877
14381.606936666183 14382.005547759589
14382.609019951895 14383.007631045301
14383.607631015591 14384.006242108997
14384.606242079288 14385.008325394709
14385.604853142984 14386.006936458405
14386.603464206681 14387.009019744117
14387.602075270377 14388.011103029829
14388.600686334074 14389.009714093525
14389.599297397770 14390.011797379237
14390.597908461466 14391.010408442933
14391.599991747178 14392.012491728645
14392.598602810875 14393.011102792341
14393.597213874571 14394.013186078053
14394.595824938267 14395.015269363765
14395.594436001964 14396.013880427461
14396.593047065660 14397.015963713173
14397.591658129357 14398.014574776869
14398.593741415069 14399.016658062581
14399.592352478765 14400.018741348293
14400.590963542461 14401.017352411989
14401.589574606158 14402.019435697701
14402.588185669854 14403.018046761397
14403.586796733551 14404.020130047109
14404.588880019262 14405.022213332821
14405.587491082959 14406.020824396517
14406.586102146655 14407.022907682229
14407.584713210352 14408.021518745925
14408.583324274048 14409.023602031637
14409.585407559760 14410.025685317349
14410.584018623456 14411.024296381045
14411.582629687153 14412.026379666757
14412.581240750849 14413.024990730453
14413.579851814546 14414.027074016165
14414.581935100257 14415.029157301877
14415.580546163954 14416.027768365573
14416.579157227650 14417.029851651285
14417.577768291347 14418.028462714981
14418.579851577058 14419.030546000693
14419.578462640755 14420.032629286405
14420.577073704451 14421.031240350101
14421.579156990163 14422.033323635813
14422.577768053859 14423.031934699509
14423.576379117556 14424.034017985221
14424.574990181252 14425.032629048917
14425.577073466964 14426.034712334629
14426.575684530661 14427.036795620341
14427.574295594357 14428.035406684037
14428.576378880069 14429.037489969749
14429.574989943765 14430.036101033445
14430.573601007462 14431.038184319157
14431.575684293173 14432.040267604869
14432.574295356870 14433.038878668565
14433.572906420566 14434.040961954277
14434.574989706278 14435.039573017973
14435.573600769974 14436.041656303685
14436.575684055686 14437.040267367382
14437.574295119382 14438.042350653093
14438.572906183079 14439.044433938805
14439.574989468791 14440.043045002501
14440.573600532487 14441.045128288213
14441.575683818199 14442.043739351910
14442.574294881895 14443.045822637621
14443.572905945592 14444.044433701318
14444.574989231303 14445.046516987029
14445.573600295000 14446.045128050726
14446.575683580711 14447.047211336438
14447.574294644408 14448.049294622149
14448.576377930120 14449.047905685846
14449.574988993816 14450.049988971557
14450.573600057513 14451.048600035254
14451.575683343224 14452.050683320966
14452.574294406921 14453.049294384662
14453.576377692632 14454.051377670374
14454.574988756329 14455.049988734070
14455.577072042041 14456.052072019782
14456.575683105737 14457.050683083478
14457.577766391449 14458.052766369190
14458.576377455145 14459.051377432887
14459.578460740857 14460.053460718598
14460.577071804553 14461.052071782295
14461.579155090265 14462.054155068006
14462.577766153961 14463.052766131703
14463.579849439673 14464.054849417415
14464.578460503370 14465.053460481111
14465.580543789081 14466.055543766823
14466.582627074793 14467.054154830519
14467.581238138489 14468.052765894216
14468.583321424201 14469.054849179927
14469.581932487898 14470.053460243624
14470.584015773609 14471.055543529335
14471.582626837306 14472.054154593032
14472.584710123017 14473.056237878744
14473.583321186714 14474.054848942440
14474.585404472426 14475.053460006136
14475.587487758137 14476.055543291848
14476.586098821834 14477.054154355545
14477.588182107545 14478.052765419241
14478.586793171242 14479.054848704953
14479.588876456954 14480.053459768649
14480.590959742665 14481.055543054361
14481.589570806362 14482.054154118057
14482.591654092073 14483.052765181754
14483.590265155770 14484.054848467465
